Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Last update,Coordination,Features,AllStar,Downlink Tone,Commands,Web links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Links,Notes,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,IRLP,Affiliate,P-25 Digital Enabled,NAC,Default Reflector,EchoLink,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,On-air,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Devilshead Local,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Mountain Reg USA,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,15.18,WSW,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,Wide area.,W0CFI,2015-04-03,CCARC,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,15.33,NE,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,On-Air,,Northglenn RA,2017-04-10,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,15.33,WSW,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,2016-09-08,CCARC,11,,100,,,,,,,,,,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,15.33,WSW,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,2018-07-23,CCARC,E-power.,,107.2,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,15.33,WSW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),2017-11-13,CCARC,,,107.2,Member-only IRLP and Echolink node,http://www.w0cra.org,,,,,,,,,,,,,,,,3291,,,,,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,15.33,WSW,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,,"KB0VIU, Denver Radio Club",2017-03-11,CCARC,E-power.,,100,,DRC Repeaters,,,,,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,15.33,WSW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,2017-03-11,CCARC,11,,100,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,15.37,WSW,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,2017-01-13,CCARC,,,,,Rocky Mountain Ham Radio,yes,7,,,,,Full-time to the Colorado TRBO System .,See the website for programming information.,,,,,,,,,,,,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,15.37,WSW,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,2017-03-11,CCARC,11,,103.5,Autopatch: 911* / Off 0*.,Repeater,,,,,,,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,15.38,WSW,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,2016-12-23,CCARC,11,,127.3,,Repeater,,,,,,,,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,15.38,WSW,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,2016-05-24,CCARC,E-power(gen).,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,15.59,W,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,Wide area.,WG0N,2012-11-20,CCARC,E-power.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,15.64,N,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,2013-03-17,CCARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,15.65,NNW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,2013-03-17,CCARC,6,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,15.66,N,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,On-Air,,Boulder Amateur Radio Club,2019-08-23,CCARC,,,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,15.67,N,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,2020-02-25,,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,https://kh6htv.com/,,,,,,,,,,,,,,,"ATV, Thurs, 3pm local",,ATN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,16.8,SSW,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),2017-10-07,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,18.05,SSW,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,2016-01-17,CCARC,E-power.,,88.5,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,18.06,SSE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,On-Air,Wide Area,Denver Radio League,2020-03-13,CCARC,E-power.,,,,DRL Repeaters,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,18.06,SSE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,On-Air,,Denver Radio League,2020-03-13,CCARC,,,,,DRL Repeaters,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,3345,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,18.12,N,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,Off-Air,,BARC,2013-01-08,CCARC,2,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,18.12,N,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,2017-03-11,CCARC,8,,,,,,,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,18.13,N,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,On-Air,,Boulder County ARES,2017-03-11,CCARC,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,18.13,N,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,2019-11-27,CCARC,,,,,Rocky Mountain Ham Radio,yes,7,310800,RMHR c Record retrieved from radioid.net,,,Full-time to the Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,18.13,N,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,On-Air,,Boulder County ARES,2012-11-12,CCARC,E-power.,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,18.59,NW,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,,,W0RM,2012-11-10,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,19.47,N,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,On-Air,20,Boulder County ARES,2012-11-12,CCARC,E-power.,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,19.47,N,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,On-Air,20,Boulder County ARES,2013-12-21,CCARC,E-power.,,,,,,,,,,DN70JA,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,19.74,S,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,Wide area.,Aurora Repeater Association,2014-04-28,CCARC,E-power.,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,20.75,ESE,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,On-Air,,,2012-11-12,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,20.75,ESE,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,On-Air,,W0BG,2013-01-05,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,20.75,ESE,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,2019-08-23,CCARC,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,20.75,ESE,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,On-Air,,,2017-12-13,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,20.8,ESE,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,On-Air,Greater Denver area.,Castle Rock Repeater Group,2017-03-11,CCARC,E-power.,,,,,,,,,,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,20.87,N,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,Off-Air,Local,BARC,2017-05-02,CCARC,12,,91.5,,http://www.ked-wireless.com/products1.htm,,,,,,DN70jb,,,,,,,,,,,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,21.01,N,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,On-Air,Wide area.,Rocky Mtn VHF Soc,2017-03-11,CCARC,5,,,,,,,,,,DN70KB,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,Boulder County ARES,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,21.92,SE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,2019-11-27,,,,,,https://www.parkerradio.org,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,Parker Radio Association,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,22.22,ESE,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,On-Air,,Colorado Amateur Repeater Network (CARN),2012-11-12,CCARC,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,22.99,NNW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,On-Air,Wide area,Rocky Mountain Ham Radio,2019-11-27,CCARC,BrandMeister Network,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,22.99,NNW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,On-Air,,Rocky Mountain Ham Radio,2019-11-27,,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,,yes,7,310813,RMHR c Record retrieved from radioid.net,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,22.99,NNW,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,On-Air,,Rocky Mountain Ham Radio,2018-04-24,CCARC,,,141.3,,,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,22.99,NNW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),2017-11-13,CCARC,"Closed autopatch, e-power.",,107.2,Member-only IRLP and Echolink node,,,,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,3990,CRA VHF Link System,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,22.99,NNW,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),2016-09-08,CCARC,Closed autopatch.,,107.2,,,,,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,22.99,NNW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,2017-03-11,CCARC,8,,,,RMVHS repeaters,,,,,,DN70HB,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,23.51,NNW,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,2017-04-09,,,,127.3,,http://goldhilltown.com/,,,,,,,,There is a MOU With BCARES for repeater use.,,,,,,,"Summer Tue at 19:30P, Winter 19:00.",,"Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,25.28,ESE,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,2019-08-22,CCARC,E-power (batt). 2 meter and 70cm channel steerable remote bases.,29436,141.3,,k0jsc.com,,,,,,DM79pt,Full-time to the The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,24340,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,26.15,SE,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,2018-02-01,,Autopatch (please contact trustee).,,131.8,,,,,,,,DM79OP,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,26.5,SE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,On-Air,Local North Parker only,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,27.31,SE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,2017-03-11,CCARC,,,146.2,,,,,,,,DM79NL,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,27.5,SE,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,On-Air,Greater Denver area.,Castle Rock Repeater Group,2019-03-09,CCARC,"Autopatch, e-power.",,,,,,,,,,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,27.65,SSW,,08,7,39.4056,-105.473,146.895,146.295,100,Park,On-Air,285,AB0RR,2017-07-05,CCARC,25,45835,100,,Park County Radio Club (PCRC),,,,,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,29.15,NNE,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,Boulder,On-Air,,N0EPA,2019-06-19,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,29.15,NNE,,08,175,40.16719818,-105.10099792,147.27,147.87,100,Boulder,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),2017-03-11,CCARC,"Closed autopatch, e-power, EchoLink.",,100,,http://w0eno.org/?q=node/11,,,,,,,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,29.15,NNE,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,Boulder,On-Air,,Longmont ARC,2017-03-11,CCARC,30,,88.5,,,,,,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,29.45,SE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,On-Air,Small coverage area in Parker,Parker Radio Association,2019-11-03,,Linked to the Colorado Mega digital system,,,,https://www.parkerradio.org,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Monday nights 8pm mountain,,,,,,,,,,,,,,,40895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,29.45,SE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,,,,2019-11-27,,,,,,,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,29.63,NE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,On-Air,,,2013-01-07,CCARC,,,,,,,,,,,,,,,,,,,,,3887,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,30.15,WNW,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,On-Air,,Colorado Connection,2017-01-06,CCARC,,,123,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,31.38,NE,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,Weld,On-Air,,AC0KC,2012-11-12,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
