Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Notes,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Web links,Links,Rocky Mountain Wide,IRLP,Commands,On-air,Feed,EchoLink,Devilshead Local,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,YSF Digital Enabled,DG-ID,Bandwidth,Eastern Colorado,Location Photo,Local Network,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,47.68,S,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,,On-Air,,RMHAM,,,,,,,2019-11-27,yes,7,310825,RMHR c Record retrieved from radioid.net,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,49.6,E,,08,17457,39.59999847,-105.20999908,927.9375,902.025,,,Jefferson,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,CCARC,2020-01-01,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,50.06,W,,08,211,39.21310043,-106.93699646,146.67,146.07,107.2,,Pitkin,,On-Air,Wide area.,Ski Country ARC,,Linked.,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,50.06,NE,,08,82,39.75249863,-105.35900116,146.985,146.385,100,100,Denver,,On-Air,,El Jebel RADOPS,,E-power.,,,RADOPS: Sun at 19:00.,CCARC,2016-09-05,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,50.06,NE,,08,140,39.75249863,-105.35900116,145.28,144.68,100,,Jefferson,DM79HS,On-Air,Wide area.,,,"Closed autopatch, e-power, linked.",,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,CCARC,2015-05-22,,,,,,,,,,,Intermountain Repeater Group,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,50.06,NE,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,,Jefferson,DM79HS,On-Air,,KE0SJ,,E-power.,,,,CCARC,2015-05-23,,,,,,,,,,,Intermountain Repeater Group,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,50.06,NE,,08,77,39.75249863,-105.35900116,146.64,146.04,100,,Jefferson,,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,,E-power.,,8,,CCARC,2020-03-13,,,,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,50.09,NE,,08,112,39.75249863,-105.35800171,448.625,443.625,100,100,Jefferson,DM79HS,On-Air,Denver metro area.,Denver Radio Club,,E-power.,,,DRC: Sun at 20:30.,CCARC,2017-03-11,,,,,,,,,,,DRC Repeaters,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,50.47,NE,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,,Jefferson,,On-Air,,Denver Radio Club,Brandmeister Network,,,,,CCARC,2019-11-27,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,,,,http://www.w0tx.org/,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,50.48,NE,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,100,Jefferson,DM79HS,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,CCARC,2020-01-01,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,50.53,E,,08,80,39.50419998,-105.12799835,146.88,146.28,100,,Jefferson,,On-Air,Wide Area,Denver Radio League,,E-power.,,6,,CCARC,2020-03-13,,,,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,50.53,E,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,,Jefferson,,On-Air,,Denver Radio League,,,,,,CCARC,2020-03-13,,,,,,,,,,,DRL Repeaters,,,3345,,,,690473,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,51.13,NNE,,08,3756,39.94729996,-105.79499817,447.45,442.45,103.5,,Grand,DM79CW,On-Air,,W0IG,,,,,,CCARC,2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,51.34,SW,,08,15212,38.61249924,-106.54299927,447.65,442.65,151.4,151.4,Gunnison,,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,CCARC,2016-10-28,,,,,,,,,,,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,51.94,ESE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,DM79LE,On-Air,Wide area,Colorado Repeater Association (CRA),CRA VHF Link System,Closed autopatch,,,"CRA Net, Sunday 9AM",CCARC,2017-11-13,,,,,,,,,,,Colorado Repeater Association,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,3990,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,51.94,ESE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),ARESDEC,E-Power,,,,CCARC,2020-02-11,,,,,,,,,,,http://www.w0cra.org,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,51.95,ESE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,Douglas,,On-Air,,K0JSC,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,,"Can be linked to Allstar, Echolink and others by a Sysop",,CCARC,2017-04-21,,,,,,,,,,,The Fun Machine,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,52.07,NE,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,N6LXX,,29883,,,CCARC,2019-03-25,,,,,,,,,,,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,52.07,NE,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,107.2,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,N6LXX,,29913,,,CCARC,2017-03-09,,,,,,,,,,,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,52.39,NE,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,88.5,Jefferson,DM79IS,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,,e-power.,,,ARA: Wed at 20:00.,CCARC,2016-01-17,,,,,,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,52.39,NE,,08,86,39.77719879,-105.32900238,224,222.4,103.5,103.5,Jefferson,,On-Air,,Rocky Mountain Radio League,,8,,,,CCARC,2017-03-11,,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,52.39,NE,,08,133,39.77719879,-105.32900238,147.15,147.75,100,100,Jefferson,DM79IS,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),,e-power,,,ARA: Wed at 20:00.,CCARC,2016-01-17,,,,,,,,,,,ARA Repeaters,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,52.43,NE,,08,265,39.77719879,-105.32800293,449.75,444.75,103.5,103.5,Jefferson,,On-Air,,Rocky Mtn Radio League,,8,,,,CCARC,2016-12-23,,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,52.43,NE,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,88.5,Jefferson,,On-Air,,Aurora Repeater Assoc,,e-power,,,ARA: Wed at 2000.,CCARC,2016-01-17,,,,,,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,52.43,NE,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,103.5,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,,8,,Talk-Group of $FFFF.,,CCARC,2016-12-23,,,,,,,,,,,Repeater,,,,,,,,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,52.87,S,,08,204,38.45959854,-106.01100159,147.285,147.885,88.5,123,Chaffee,,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,,11,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,CCARC,2016-05-23,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,52.87,S,,08,203,38.45959854,-106.01100159,145.295,144.695,107.2,,Chaffee,DM78ik,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,,,,CCARC,2019-08-15,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,52.96,SSW,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,,Chaffee,,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,53.12,SE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,,On-Air,,Mountain Amateur Radio Club (MARC),,E-power.,,,,CCARC,2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,53.12,SE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,,On-Air,,MARC,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,53.17,SE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,,,MARC,,"Closed autopatch, e-power.",,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,53.17,SE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,,,Mountain Amateur Radio Club (MARC),,Linked.,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,53.17,SE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,,On-Air,,Mountain ARC,,E-power.,,,MARC/PCRC: Tue at 19:30.,CCARC,2016-11-17,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,53.17,SE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,,On-Air,,Mountain ARC (MARC),MARC,E-power.,,,MARC/PCRC: Tue at 19:30.,CCARC,2016-11-17,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,53.34,S,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,,Chaffee,DM68XK,On-Air,Wide area.,,,E-power.,,,,CCARC,2018-01-15,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,53.34,S,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,103.5,Chaffee,,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,Colorado ARES,E-power (Bat),,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,CCARC,2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,53.75,NE,,08,139,39.73300171,-105.23899841,449.625,444.625,141.3,141.3,Jefferson,DM79JR,On-Air,,,,E-power,,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,53.76,S,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,,,,,CCARC,2020-01-01,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,53.79,S,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,100,100,Chaffee,DM68xk,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,,2,28368,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,CCARC,2017-03-11,,,,,,,,,,,K0JSC.COM,Full-time to the The Fun Machine System .,,7301,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,53.85,NE,,08,18156,39.73329926,-105.23699951,927.975,902.0375,67,67,Jefferson,,On-Air,"Denver, Golden",,,,40195,,,CCARC,2020-01-01,,,,,,,,,,,http://www.w0sky.com,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,53.88,NE,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,,,,CCARC,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,53.88,NE,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,,,,CCARC,2017-03-11,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,53.88,NE,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,,,,CCARC,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,53.88,NE,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,Jefferson,,On-Air,,Colorado D-Star,,,,,,,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,53.89,NE,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,Jefferson,DM79JR,On-Air,,Rocky Mountain Ham Radio,,700,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,CCARC,2019-11-27,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,53.91,SE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,DM78LX,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,27976,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,CCARC,2019-04-01,,,,,,,,,,,http://www.ka4eps.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,53.93,NE,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,Jefferson,DM79JR,On-Air,,WA2YZT,,200,,See website for more info on CC/TS/TG programming. www.rmham.org,,CCARC,2019-11-27,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,54.79,NNE,,08,201,39.91719818,-105.50099945,224.6,223,100,,Gilpin,,,,W0RM,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,54.9,NE,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,,Jefferson,DM79JQ,On-Air,Metro Denver area.,Denver Radio Club,,E-power.,,,,CCARC,2017-03-11,,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,55.13,NNE,,08,72,39.88750076,-105.4260025,145.31,144.71,88.5,123,Gilpin,DM79GV,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,,10,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,CCARC,2019-08-15,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,55.13,NNE,,08,97,39.88750076,-105.4260025,449.225,444.225,141.3,141.3,Gilpin,DM79GV,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),,Emergency Power,,"Emcomm Affiliated, Open repeater",,CCARC,2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,55.22,SE,,08,66,38.74670029,-105.1780014,447.4,442.4,67,,Teller,,On-Air,,WB0WDF,,"E-power, Solar, Remote Base",,,,CCARC,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,55.23,SE,,08,65,38.7466011,-105.1780014,147.015,147.615,107.2,,Teller,,On-Air,,Mountain ARC,,E-power.,,,MARC/PCRC: Tue at 19:30.,CCARC,2016-11-17,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,55.23,SE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,,On-Air,,WB0WDF,RGARC,"E-power, 100% Solar",,,,CCARC,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,55.23,SE,,08,7203,38.7466011,-105.1780014,224.94,223.34,67,,Teller,,Testing,,,,,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,55.23,SE,,08,67,38.7466011,-105.1780014,1287.7,1267.7,67,,Teller,,Testing,,WB0WDF,,,,Testing in Canon City,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
